"login_hash","server_hash","country_hash","currency","enable"
"62CFF8C749CBCBA6E250A9692A4D4A7E","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"452E3BC11C4F036DF93E93EE4109D930","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","AUD",1
"366E359BE8458D8E81FDCD7067241BF2","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",0
"CA14A4CF1F552C5C66C45412725194BA","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"25517E6A98AB5437541551E0ACC139A6","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"CDDABAE87E711F1302C1F45CEE8A76B7","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","USD",1
"92DE28AAF49B966225A669D04D3BA4E0","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"6500668BEF0422FB611AB77B9FAC01D9","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"55BE5D9C03C4FC1547C90F7AB1D1020B","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"B465EDE952572D3FDE4C34D1CCD927BE","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"77EE1A7AFDA4087094E7746D5EC616D7","3D1F7E00251C43107EF39F55300781DB","4A2581E346483DA488A11C4B2D2DE97E","USD",1
"3A8122B347A82D83B6AA29B71DE7539B","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"16B434BBFF625F68C0AA48DDD2BADC84","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"DDB579A275918B2098ACDF50E51B651B","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"8FED54A1169EAB2C0DA69AD13CF66904","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","USD",1
"E80972A91A5BE227F692A06B40B0B4F7","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","AUD",1
"32CECB7E6A602D44E815B4250FBDB111","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"841FBEC07B81CCB01B61C725BF3622E4","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"3A13108B1E422233156EB9EF398F3FB9","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","AUD",1
"AEEB444B5FBA4EB011531E72EAF83D42","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"EF0274398624ABBFD501122E22A32B3E","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"3D83EE1CB9890E54D67F289EB2829246","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"E26824F5B493B3BF4953353D6270A277","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"B54625004B23764B922927BFA38F1B1A","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"7A612676D36AE8EAB0EE2F72D5B892E5","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"C5CE402BFEDDAC4A1E4A6971CF055BF4","76791A893BDB9A68E8EE44898D581A60","4442E4AF0916F53A07FB8CA9A49B98ED","USD",1
"E2634303F3CFA5479B9D24E5DE8E6ED0","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"CF48F67381C844B9B5526D1D6DC10E56","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"664DA78DB48E9F1B5C300AEF14481BD0","76791A893BDB9A68E8EE44898D581A60","D1937220A4F6A24A5A9BAF2978211F98","USD",1
"D62EF7005AC1EF7767F30EB9C87FF328","76791A893BDB9A68E8EE44898D581A60","3F0E49C46CBDE0C7ADF5EA04A97AB261","USD",1
"F358A3EE02B8DCED2B0DF4F6B7F70EBD","76791A893BDB9A68E8EE44898D581A60","551FE18EF47D4E6E9D943B9A68ADA21D","USD",1
"CE7FC43C9AE0CA4F743ECCD966E9D36C","3D1F7E00251C43107EF39F55300781DB","551FE18EF47D4E6E9D943B9A68ADA21D","USD",1
"CA14A4CF1F552C5C66C45412725194BA","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"8F696E7A4ACF206A1D0A705E1D49BCFF","76791A893BDB9A68E8EE44898D581A60","FDEF6DAA799E80DBCE1B561577B21181","USD",1
"19BE5CCEFF6E5C7E6E564C70C283BAF3","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"F00CEEE23A5384A3563B4277B4C83DC7","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"4992D85DDE0BD625E9B645F652911262","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"78A164AF93DACEEF984DFF7E50DCF511","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"C68CE1AAA5E3D67052284FE3BEE896CD","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","USD",1
"1519921213DEE2D23AEA3803FEF02803","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"7B91CFD48D9B0A61C9720E35EA7317AB","3D1F7E00251C43107EF39F55300781DB","551FE18EF47D4E6E9D943B9A68ADA21D","USD",0
"D47F543B33E98E02B70F2934A6E6A7A9","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"A7B95830F488C21DE9E2C1A290D52514","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"684175425814E5C220FF6EA2BCCF3029","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"AB5D5FD474C6F525C5B8502D555A442A","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"DEFB729116227EF8582BFEC65F998489","76791A893BDB9A68E8EE44898D581A60","103357E3E40A9C0E4E9D36110F7BBC7A","USD",1
"6E74109EA620CAAD5DAAD6AD9E44C354","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"B7AD7B19ABDFE6823FFAFE6D18016838","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"89FF8190073DCA0E26EB68FD27BD01F1","76791A893BDB9A68E8EE44898D581A60","89F9C9F489BE2A83CF57E53B9197D288","USD",1
"15557FBC9A744C56AA1AA5015300C589","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"27A6174ADF73EC7D6F4D6B6DE03BE6AE","76791A893BDB9A68E8EE44898D581A60","FDEF6DAA799E80DBCE1B561577B21181","USD",1
"88E06E673E5F3818A25D438807D9770F","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"742844DBB99DBF861D72DDF4F5D5F8A6","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","AUD",1
"BA726DF160AA9C6F3769710E762A7C46","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"CD8F173B7109CAE53F43D81E3F0A8C60","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"EF47B04A64DABE7DEDE7B31DFDEFB9A6","76791A893BDB9A68E8EE44898D581A60","C51ED580EA5E20C910D951F692512B4D","USD",1
"A5FFA793A67FCC1A3E9C4AC4BAECDAFE","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","USD",1
"B811D80FBDAD3293F313B631F4302440","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"A5FFA793A67FCC1A3E9C4AC4BAECDAFE","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","USD",1
"6989FA219CC667A4439247C1C3FA17D1","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"416989309DC96E24731AF94BAE899254","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"A8C0154FB1DACE46253DD69AD3A3E1FA","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"20D18F585598DAE27918D2B24F851EC8","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"6DAD93FB953207F4FF1AFE5CEDBA6D67","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"F087AE6A4DD3575A8B8383832A88008A","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"28D71EB55F7014A51C501052C2DA0781","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"3CFC21033AFC0A7432C044AF7CF5324F","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"3B9F8B009A1214A8E69632B5734CB85B","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","AUD",1
"83495493A19F11C0B40C6E9064290DEF","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"CA14A4CF1F552C5C66C45412725194BA","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"3CFC21033AFC0A7432C044AF7CF5324F","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"A9E17F99A98A0E661888EF37262E2EA2","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"25517E6A98AB5437541551E0ACC139A6","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"C0CC63C4FE44E56F298AA84EB6E1A324","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"CE81270D37E417CA5E2F5139D0929710","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"68FF9C0B47A0CD33097D45377C992293","3D1F7E00251C43107EF39F55300781DB","4A2581E346483DA488A11C4B2D2DE97E","USD",0
"16B434BBFF625F68C0AA48DDD2BADC84","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"4AED727C0AE852C3049A4E95166CC8AC","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"7D3ACC764A19CCE724C734E596744903","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"2285CC0AF8CC8CAFC7B3FC2644D51927","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"DD950B3420FBE8C76B9FFEC40568039B","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","AUD",1
"5CB5BC0C19E0C4DA9D742742D6F4B268","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"E185ECD614BB87D095F2644D1572B28D","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"1F9B957C04CABD618A9864C45450EDB5","3D1F7E00251C43107EF39F55300781DB","551FE18EF47D4E6E9D943B9A68ADA21D","USD",1
"6D078ABDCA250D77C37F2AAB236F7D7B","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"AD3A4C48CB5035A94DCF3348DF5AE5A3","3D1F7E00251C43107EF39F55300781DB","77DAB2F81A6C8C9136EFBA7AB2C4C0F2","USD",1
"2959F478613A9D55B494445081C03BF6","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"8852F1AA8CFA864D405F45CF5B1EC507","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"8CFE5DFBF92A530DE09552A9F4BA11E3","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"1E8F6B51D479DAD5648C25D8031ABEBD","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"8F696E7A4ACF206A1D0A705E1D49BCFF","76791A893BDB9A68E8EE44898D581A60","FDEF6DAA799E80DBCE1B561577B21181","USD",1
"039CA2B7CA0619D2CD949B472558B18F","76791A893BDB9A68E8EE44898D581A60","FDEF6DAA799E80DBCE1B561577B21181","USD",1
"A0D0C48BD101C5FDF517EF8A6BD5AE56","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"88E06E673E5F3818A25D438807D9770F","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"6B46A7BBC6F08601ECB98114624B6486","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"8A88A878741B817C51AE77FA10A6F7CC","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"18D4C2E739573770F9DF198F0E51C1B9","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","USD",1
"D7F39E73BCCC74FFC80335B7375C4C4E","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"DBE59EC6262B7309875F256510101D13","3D1F7E00251C43107EF39F55300781DB","4A2581E346483DA488A11C4B2D2DE97E","USD",0
"C931B87C1B85766FD3694BDF54DBC0A4","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"6195B86C6E2EAC3A3957DB0CDD7DD536","76791A893BDB9A68E8EE44898D581A60","77DAB2F81A6C8C9136EFBA7AB2C4C0F2","USD",1
"7C0D70C7DB83EAFDE4218523C5E43C52","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"45B9F7B563DA2DA25C138E5E757B3375","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"0DC0342BFBDD4FB3704D3C0A89E1B983","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"18D4C2E739573770F9DF198F0E51C1B9","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","USD",1
"CF3FE82DC1609151EC5C214CEBE2C002","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"2A29773DD2784A973CE9FE9D4CCD6752","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","AUD",1
"E7B57AA894F934D044FAE6CA6EF16B1B","76791A893BDB9A68E8EE44898D581A60","907EBA32D950BFAB68227FD7EA22999B","EUR",1
"AB4D7474B0BFD85975C98EEEF0F19F5C","76791A893BDB9A68E8EE44898D581A60","551FE18EF47D4E6E9D943B9A68ADA21D","USD",1
"BD23BE684B1BA7D36F0354ADE7739D04","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"C4E8CB619A488C88B3D2F3FAD50BC0CE","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"2FB3C5816540BF139EAA3F003A97084C","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"B7AD7B19ABDFE6823FFAFE6D18016838","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"A433B7BE538D6CF0FF9273599D4ED705","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"08576C15995ABC09831AD7E2D01E2138","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"738E1C5F262CB749427C38A7A5208D99","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"99E7C032F9DC5333AC15E2AA0E3D15FC","76791A893BDB9A68E8EE44898D581A60","89F9C9F489BE2A83CF57E53B9197D288","USD",1
"27AE9C635EBAE01AECE0F3596BD6FCA4","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"0FEA7C742CFAAE086C2CF57F75EB1388","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"955F34209299E833734AD7ACCD148A96","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","AUD",1
"EB64F91DA7B8FE5C17A63139B3022BC2","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","USD",1
"263FA545F9784D39E09615555A243376","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"CF3FE82DC1609151EC5C214CEBE2C002","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"B68A432B432578B4118CB3694A1E7C28","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"AE1CB93D7ED4BF451AF712E30FDBD774","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"2BC2E3348A7BF6EB355EF0B1823FE531","76791A893BDB9A68E8EE44898D581A60","4442E4AF0916F53A07FB8CA9A49B98ED","USD",1
"6875A5D4D9720BE99620701026C7FB52","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"970791232B293DE05936501E59AB03CE","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"8FBF6F14FF54ABE0737387C19494483B","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"7DB16E9872454FDFFA76BAB949ABC461","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"A3909271D9242B73EA7AE6C7BFE9D6B9","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"AE1CB93D7ED4BF451AF712E30FDBD774","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"C15D8054E99DEA8102D11C1A99F0D689","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"CE7FC43C9AE0CA4F743ECCD966E9D36C","3D1F7E00251C43107EF39F55300781DB","551FE18EF47D4E6E9D943B9A68ADA21D","USD",1
"75B0A7C388BE3EA9B56AF795729D3FCC","76791A893BDB9A68E8EE44898D581A60","3F0E49C46CBDE0C7ADF5EA04A97AB261","USD",1
"AE9E792934EDFF05F624758B3178034F","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","AUD",1
"738C8D31E000D8724B422AE206C75A4C","76791A893BDB9A68E8EE44898D581A60","C51ED580EA5E20C910D951F692512B4D","USD",1
"7488C83BDABF7C544E2A3B0CD73BD830","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"3E5DC83ED0DE090E3DBD18B24BB6A930","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"E0C298A0D925768A89721DABBDAEE1B6","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"E0847B1819BE1C3AD29A5500F535DEC9","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"9D3F82786E3E300BEF9D42540EBF648B","76791A893BDB9A68E8EE44898D581A60","551FE18EF47D4E6E9D943B9A68ADA21D","USD",1
"AE1CB93D7ED4BF451AF712E30FDBD774","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"0631511D0E247C4D686649194E77B0D5","54203B42716FE7C40138AE6C4913EBBC","A8F809C99C4A996780C3046B9B594195","USD",1
"3426D3C968B4DB704BE8ACCB84B8DB99","76791A893BDB9A68E8EE44898D581A60","551FE18EF47D4E6E9D943B9A68ADA21D","USD",1
"02DB6C3776985828DAF8D7ED54F7D84F","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"7DB16E9872454FDFFA76BAB949ABC461","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"7436AF4F96CA2BC151C2B6C36A58B6C6","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","AUD",1
"FAE10F63521309082E08AF7849D3A880","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","AUD",1
"007806F66CF6891357ECFF56FC62B540","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"231880DE9103659E1B00A3E06B6C50FC","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","AUD",1
"10E5CD363FD4BA9DE6628D0455CBD594","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"6DBC398CE6F7D83347EED2C900D3696F","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"AF84E7CB4228645BF6695EFA20BAD05E","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"1A958324F5C2C9DCA38154ABFBAFBD5B","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","AUD",1
"4EDCCC55B6697FA444F32DBC1D80EDF9","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"0AE8CB6763E0E414FC3D3D3E2FF2434B","3D1F7E00251C43107EF39F55300781DB","551FE18EF47D4E6E9D943B9A68ADA21D","USD",1
"8852F1AA8CFA864D405F45CF5B1EC507","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"27AE9C635EBAE01AECE0F3596BD6FCA4","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"C11D75E453A751014E6966E47AE08711","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","AUD",1
"CA0D1A955758D7DC4B401B126A01829B","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"C931B87C1B85766FD3694BDF54DBC0A4","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"EB64F91DA7B8FE5C17A63139B3022BC2","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","USD",1
"4FB7D195D1721F8079D3C8AEA07CF466","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"2BC2E3348A7BF6EB355EF0B1823FE531","76791A893BDB9A68E8EE44898D581A60","4442E4AF0916F53A07FB8CA9A49B98ED","USD",1
"18D4C2E739573770F9DF198F0E51C1B9","3D1F7E00251C43107EF39F55300781DB","4442E4AF0916F53A07FB8CA9A49B98ED","USD",1
"85E98E1292A1286C97C99876C8516F6A","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
"8A4250D1AD6D39A9CBECBB34080CF71B","76791A893BDB9A68E8EE44898D581A60","AE54A5C026F31ADA088992587D92CB3A","USD",1
